Transaction_ID,Date,Market,Category,Amount_USD,Fee_USD,Payment_Type,Fraud_Flag,Merchant,Customer_Tier
TXN-00551,2024-02-25,South Africa,Utilities,82.21,1.94,Mobile Money,No,Cape Union Mart,Standard
TXN-00552,2024-07-08,Kenya,Health,158.11,3.08,QR Code,No,Java House,Standard
TXN-00553,2024-07-01,Kenya,Groceries,102.73,2.08,Mobile Money,No,DStv Kenya,Standard
TXN-00554,2024-02-27,Ghana,Groceries,15.94,0.33,Mobile Money,No,Africa World Airlines,Standard
TXN-00555,2024-09-18,Kenya,Travel,583.94,13.75,Mobile Money,No,Equity Bank,Standard
TXN-00556,2024-10-18,Ghana,Groceries,162.83,3.86,Card,No,Accra Mall,Premium
TXN-00557,2024-07-18,Kenya,Travel,1062.02,24.2,Card,No,KQ Airways,Standard
TXN-00558,2024-05-21,Ghana,Groceries,193.0,4.87,Card,Yes,ECG Ghana,Premium
TXN-00559,2024-09-15,Ghana,Food & Dining,15.76,0.37,Mobile Money,No,Korle Bu Hospital,Standard
TXN-00560,2024-12-14,Ghana,Health,836.68,19.15,Mobile Money,No,Korle Bu Hospital,Business
TXN-00561,2024-01-18,South Africa,Groceries,117.61,2.22,Card,No,DSTV SA,Standard
TXN-00562,2024-10-13,Ghana,Transfers,2204.19,3.14,Mobile Money,Yes,Maxmart,Standard
TXN-00563,2024-06-12,South Africa,Groceries,288.03,5.49,Mobile Money,No,Cape Union Mart,Business
TXN-00564,2024-09-05,Kenya,Transfers,2307.34,5.95,Mobile Money,No,Quickmart,Standard
TXN-00565,2024-07-14,Ghana,Travel,529.61,12.09,Mobile Money,No,Africa World Airlines,Standard
TXN-00566,2024-10-09,Nigeria,Utilities,98.04,2.21,Card,No,Netflix Nigeria,Standard
TXN-00567,2024-12-03,Kenya,Entertainment,172.35,4.18,Mobile Money,No,Equity Bank,Business
TXN-00568,2024-02-16,Ghana,Transfers,6180.36,12.85,Mobile Money,No,MultiChoice Ghana,Premium
TXN-00569,2024-08-01,Nigeria,Travel,1855.83,39.66,QR Code,No,Air Peace,Standard
TXN-00570,2024-03-23,South Africa,Entertainment,54.01,1.0,Card,No,Woolworths,Premium
TXN-00571,2024-09-10,South Africa,Utilities,17.43,0.38,Card,No,Pick n Pay,Standard
TXN-00572,2024-09-09,South Africa,Groceries,27.56,0.63,Mobile Money,No,Pick n Pay,Standard
TXN-00573,2024-04-23,Nigeria,Electronics,74.82,1.94,QR Code,No,GTBank,Standard
TXN-00574,2024-11-25,South Africa,Entertainment,24.81,0.57,Mobile Money,No,Steers,Standard
TXN-00575,2024-01-09,South Africa,Groceries,52.66,1.07,Card,No,Checkers,Standard
TXN-00576,2024-04-22,Ghana,Travel,2186.07,39.56,QR Code,No,MultiChoice Ghana,Standard
TXN-00577,2024-12-22,South Africa,Groceries,47.63,1.18,Card,No,Eskom,Standard
TXN-00578,2024-05-09,South Africa,Electronics,395.83,9.26,Mobile Money,No,Netcare,Standard
TXN-00579,2024-07-22,Ghana,Groceries,83.35,2.05,Mobile Money,No,KFC Ghana,Standard
TXN-00580,2024-09-12,Kenya,Food & Dining,6.3,0.12,QR Code,No,KPLC,Standard
TXN-00581,2024-12-21,Kenya,Health,249.78,5.25,Card,No,Quickmart,Standard
TXN-00582,2024-12-23,Kenya,Food & Dining,15.11,0.33,QR Code,No,Java House,Premium
TXN-00583,2024-04-25,Kenya,Entertainment,19.97,0.37,QR Code,No,Nairobi Hospital,Standard
TXN-00584,2024-02-07,Ghana,Groceries,24.11,0.58,Mobile Money,No,Vodafone Ghana,Standard
TXN-00585,2024-10-04,Kenya,Groceries,170.56,3.1,Mobile Money,No,Naivas,Premium
TXN-00586,2024-12-22,Nigeria,Groceries,51.83,0.93,Card,No,Netflix Nigeria,Standard
TXN-00587,2024-06-28,South Africa,Entertainment,15.16,0.32,Card,No,FlySafair,Standard
TXN-00588,2024-08-12,Nigeria,Food & Dining,59.84,1.39,Mobile Money,No,Chicken Republic,Standard
TXN-00589,2024-02-15,South Africa,Food & Dining,35.5,0.91,Card,No,DSTV SA,Standard
TXN-00590,2024-12-21,Ghana,Travel,3944.76,76.98,Mobile Money,Yes,Accra Mall,Business
TXN-00591,2024-04-13,Kenya,Utilities,58.05,1.43,Mobile Money,No,Naivas,Standard
TXN-00592,2024-05-11,South Africa,Groceries,98.4,2.3,Card,No,Checkers,Standard
TXN-00593,2024-03-19,Nigeria,Groceries,111.73,2.03,QR Code,No,EKEDC,Premium
TXN-00594,2024-10-05,Kenya,Utilities,291.74,5.48,Mobile Money,No,Carrefour Kenya,Business
TXN-00595,2024-11-04,Kenya,Utilities,25.41,0.5,Mobile Money,No,KQ Airways,Premium
TXN-00596,2024-05-22,Ghana,Groceries,173.79,4.19,Mobile Money,No,KFC Ghana,Premium
TXN-00597,2024-04-25,Nigeria,Transfers,2221.37,6.33,Mobile Money,Yes,Dangote Store,Standard
TXN-00598,2024-06-06,Kenya,Travel,514.18,9.62,Card,No,KQ Airways,Standard
TXN-00599,2024-09-26,South Africa,Transfers,3217.14,6.58,Card,No,Takealot,Standard
TXN-00600,2024-09-20,Kenya,Travel,5562.49,134.95,Mobile Money,Yes,KPLC,Business
TXN-00601,2024-03-17,South Africa,Utilities,177.82,3.92,Card,No,Netcare,Premium
TXN-00602,2024-04-07,Kenya,Groceries,197.94,4.35,Mobile Money,No,Naivas,Premium
TXN-00603,2024-09-10,Kenya,Electronics,1289.96,27.9,Mobile Money,Yes,DStv Kenya,Premium
TXN-00604,2024-03-26,Kenya,Travel,649.43,14.0,Mobile Money,No,Java House,Standard
TXN-00605,2024-04-04,Nigeria,Groceries,189.46,3.98,Mobile Money,No,Netflix Nigeria,Premium
TXN-00606,2024-01-14,Kenya,Health,167.19,3.19,Card,No,Safaricom,Standard
TXN-00607,2024-03-05,Kenya,Utilities,20.0,0.43,Mobile Money,No,KPLC,Standard
TXN-00608,2024-11-20,Kenya,Entertainment,159.66,3.61,Mobile Money,No,KQ Airways,Business
TXN-00609,2024-11-16,South Africa,Electronics,397.07,7.19,Card,No,Netcare,Standard
TXN-00610,2024-05-19,Nigeria,Health,1283.57,32.33,Mobile Money,Yes,Netflix Nigeria,Business
TXN-00611,2024-10-17,Kenya,Utilities,81.82,2.01,Mobile Money,No,DStv Kenya,Standard
TXN-00612,2024-10-23,South Africa,Health,132.4,3.07,Mobile Money,No,Eskom,Standard
TXN-00613,2024-03-15,South Africa,Entertainment,25.47,0.62,Card,No,Steers,Standard
TXN-00614,2024-09-23,Ghana,Health,359.51,7.43,Mobile Money,No,Korle Bu Hospital,Standard
TXN-00615,2024-09-20,Ghana,Entertainment,14.18,0.36,Card,No,MultiChoice Ghana,Premium
TXN-00616,2024-11-04,Nigeria,Travel,966.77,22.41,Card,No,EKEDC,Standard
TXN-00617,2024-03-11,Nigeria,Groceries,113.18,2.56,QR Code,No,EKEDC,Standard
TXN-00618,2024-05-09,Nigeria,Food & Dining,25.5,0.55,Card,No,Netflix Nigeria,Standard
TXN-00619,2024-10-22,South Africa,Health,159.9,3.74,Card,No,FlySafair,Standard
TXN-00620,2024-03-15,Kenya,Food & Dining,57.7,1.07,Mobile Money,No,Quickmart,Standard
TXN-00621,2024-07-28,Kenya,Health,178.28,4.18,QR Code,No,KQ Airways,Standard
TXN-00622,2024-07-21,Kenya,Electronics,651.49,16.08,Mobile Money,No,Equity Bank,Standard
TXN-00623,2024-05-21,South Africa,Travel,2442.13,54.67,Card,No,Eskom,Premium
TXN-00624,2024-03-09,Nigeria,Food & Dining,51.5,0.99,Mobile Money,No,Dangote Store,Standard
TXN-00625,2024-12-23,Ghana,Electronics,581.08,14.67,Card,No,KFC Ghana,Standard
TXN-00626,2024-01-11,Ghana,Travel,576.48,13.64,Card,No,ECG Ghana,Standard
TXN-00627,2024-06-18,South Africa,Utilities,12.24,0.31,Card,No,Steers,Standard
TXN-00628,2024-03-24,Ghana,Travel,1414.54,35.6,QR Code,No,Accra Mall,Premium
TXN-00629,2024-09-26,Ghana,Health,281.88,6.72,QR Code,No,Maxmart,Standard
TXN-00630,2024-02-01,Nigeria,Entertainment,9.16,0.17,Card,No,EKEDC,Standard
TXN-00631,2024-10-25,Nigeria,Groceries,57.89,1.35,Mobile Money,No,EKEDC,Standard
TXN-00632,2024-07-20,Ghana,Health,537.44,10.31,QR Code,No,MultiChoice Ghana,Business
TXN-00633,2024-01-12,Nigeria,Health,90.44,2.15,Mobile Money,No,Netflix Nigeria,Premium
TXN-00634,2024-05-26,South Africa,Health,315.79,7.79,Card,No,Eskom,Premium
TXN-00635,2024-07-28,Ghana,Food & Dining,129.16,2.71,Mobile Money,No,Korle Bu Hospital,Business
TXN-00636,2024-06-18,Nigeria,Utilities,89.76,2.21,Mobile Money,No,Air Peace,Business
TXN-00637,2024-11-10,Nigeria,Entertainment,40.6,0.78,Mobile Money,No,Netflix Nigeria,Standard
TXN-00638,2024-02-22,South Africa,Food & Dining,42.83,0.85,Mobile Money,No,FlySafair,Standard
TXN-00639,2024-08-12,Ghana,Utilities,118.62,2.59,Card,No,Maxmart,Premium
TXN-00640,2024-10-01,South Africa,Groceries,43.8,1.1,Mobile Money,No,Eskom,Standard
TXN-00641,2024-06-21,South Africa,Food & Dining,34.13,0.87,Card,No,Pick n Pay,Standard
TXN-00642,2024-10-20,South Africa,Utilities,151.43,3.56,Card,No,Steers,Premium
TXN-00643,2024-02-19,Nigeria,Groceries,39.52,0.96,Mobile Money,No,GTBank,Standard
TXN-00644,2024-02-05,Nigeria,Entertainment,53.59,1.26,QR Code,No,Jumia,Premium
TXN-00645,2024-10-26,Kenya,Travel,2061.6,52.34,Mobile Money,No,Java House,Standard
TXN-00646,2024-03-15,South Africa,Utilities,71.44,1.69,Mobile Money,No,Netcare,Premium
TXN-00647,2024-02-23,Kenya,Electronics,147.66,2.75,Card,No,Carrefour Kenya,Standard
TXN-00648,2024-01-16,South Africa,Groceries,96.82,2.14,Mobile Money,No,Eskom,Standard
TXN-00649,2024-01-10,Ghana,Entertainment,83.41,1.64,QR Code,No,MultiChoice Ghana,Premium
TXN-00650,2024-01-05,South Africa,Health,519.58,10.02,Card,No,Netcare,Business
TXN-00651,2024-07-03,Kenya,Utilities,29.53,0.58,Mobile Money,No,DStv Kenya,Standard
TXN-00652,2024-01-24,Kenya,Electronics,580.82,12.16,Mobile Money,No,Carrefour Kenya,Standard
TXN-00653,2024-03-12,South Africa,Food & Dining,27.42,0.66,Card,No,Checkers,Standard
TXN-00654,2024-03-25,Nigeria,Food & Dining,15.77,0.35,Mobile Money,No,Air Peace,Premium
TXN-00655,2024-09-27,Nigeria,Utilities,86.98,1.7,Mobile Money,No,Netflix Nigeria,Standard
TXN-00656,2024-12-12,Kenya,Health,59.97,1.29,Card,No,Quickmart,Standard
TXN-00657,2024-06-23,Ghana,Groceries,411.14,7.61,QR Code,No,Accra Mall,Business
TXN-00658,2024-11-13,Kenya,Entertainment,30.48,0.72,Mobile Money,No,KQ Airways,Premium
TXN-00659,2024-05-22,Ghana,Food & Dining,20.34,0.49,Mobile Money,No,Vodafone Ghana,Standard
TXN-00660,2024-04-05,Kenya,Entertainment,48.6,0.89,Mobile Money,No,Java House,Premium
TXN-00661,2024-03-20,Ghana,Entertainment,50.4,1.11,Mobile Money,No,Vodafone Ghana,Premium
TXN-00662,2024-07-09,Ghana,Entertainment,5.8,0.14,QR Code,No,KFC Ghana,Standard
TXN-00663,2024-06-11,South Africa,Travel,508.02,11.82,Card,No,Pick n Pay,Standard
TXN-00664,2024-07-05,Nigeria,Food & Dining,64.67,1.42,Card,No,Netflix Nigeria,Premium
TXN-00665,2024-07-28,Kenya,Groceries,74.2,1.56,Card,No,Safaricom,Standard
TXN-00666,2024-05-01,Ghana,Groceries,98.67,2.24,Card,No,Palace Mall,Standard
TXN-00667,2024-02-12,South Africa,Food & Dining,18.43,0.37,Card,No,FlySafair,Standard
TXN-00668,2024-11-04,Nigeria,Groceries,59.62,1.48,Card,No,Air Peace,Standard
TXN-00669,2024-01-16,Ghana,Health,168.31,3.8,Card,No,Africa World Airlines,Standard
TXN-00670,2024-05-17,South Africa,Transfers,1532.63,4.5,Mobile Money,No,FlySafair,Standard
TXN-00671,2024-11-18,Kenya,Electronics,480.14,11.73,Mobile Money,No,Equity Bank,Standard
TXN-00672,2024-02-11,Nigeria,Utilities,48.44,1.01,Mobile Money,No,Jumia,Standard
TXN-00673,2024-11-14,Ghana,Food & Dining,18.82,0.42,Card,No,Melcom,Standard
TXN-00674,2024-09-17,South Africa,Utilities,96.59,2.31,Card,No,Checkers,Standard
TXN-00675,2024-11-28,South Africa,Food & Dining,39.47,0.88,Card,No,Pick n Pay,Standard
TXN-00676,2024-10-25,Nigeria,Food & Dining,50.66,0.94,Mobile Money,No,Air Peace,Standard
TXN-00677,2024-09-09,Ghana,Electronics,162.47,2.96,Card,No,Vodafone Ghana,Standard
TXN-00678,2024-08-14,Nigeria,Health,123.63,2.25,Card,No,Jumia,Standard
TXN-00679,2024-03-28,Kenya,Entertainment,12.06,0.3,Mobile Money,No,Carrefour Kenya,Premium
TXN-00680,2024-12-14,South Africa,Transfers,7021.05,18.81,Card,Yes,Takealot,Business
TXN-00681,2024-10-04,Ghana,Entertainment,163.88,3.28,QR Code,No,KFC Ghana,Business
TXN-00682,2024-10-11,Nigeria,Utilities,77.35,1.54,Mobile Money,No,GTBank,Standard
TXN-00683,2024-04-09,Nigeria,Electronics,417.77,8.77,QR Code,No,CMS Hospital,Standard
TXN-00684,2024-07-08,South Africa,Health,540.05,12.81,Card,No,Takealot,Business
TXN-00685,2024-01-24,Ghana,Health,574.27,11.44,Mobile Money,No,MultiChoice Ghana,Premium
TXN-00686,2024-12-22,Kenya,Health,298.05,7.53,Mobile Money,No,Safaricom,Premium
TXN-00687,2024-05-27,South Africa,Food & Dining,23.6,0.51,Card,No,DSTV SA,Premium
TXN-00688,2024-10-09,South Africa,Entertainment,89.05,1.9,Card,No,FlySafair,Business
TXN-00689,2024-11-23,Nigeria,Groceries,89.67,2.01,Mobile Money,No,Shoprite Nigeria,Standard
TXN-00690,2024-09-06,Ghana,Entertainment,23.03,0.53,Mobile Money,No,ECG Ghana,Standard
TXN-00691,2024-04-23,South Africa,Entertainment,77.37,1.82,Card,No,Cape Union Mart,Premium
TXN-00692,2024-11-05,Nigeria,Transfers,7210.79,10.08,Mobile Money,Yes,CMS Hospital,Premium
TXN-00693,2024-12-19,Nigeria,Health,923.59,21.25,QR Code,No,EKEDC,Business
TXN-00694,2024-04-28,Kenya,Food & Dining,19.31,0.36,Mobile Money,No,Carrefour Kenya,Standard
TXN-00695,2024-01-17,Nigeria,Health,275.97,5.23,Card,No,Air Peace,Standard
TXN-00696,2024-05-16,Nigeria,Food & Dining,16.86,0.41,Card,No,GTBank,Standard
TXN-00697,2024-06-05,Kenya,Health,191.37,3.82,Mobile Money,No,Carrefour Kenya,Standard
TXN-00698,2024-01-05,South Africa,Health,100.64,2.12,Card,No,FlySafair,Standard
TXN-00699,2024-02-02,Kenya,Health,154.63,3.53,Card,No,Naivas,Standard
TXN-00700,2024-01-17,Ghana,Food & Dining,25.4,0.65,Mobile Money,No,Korle Bu Hospital,Standard
TXN-00701,2024-03-16,South Africa,Health,140.58,3.13,Mobile Money,No,Woolworths,Standard
TXN-00702,2024-12-16,South Africa,Entertainment,83.91,1.7,Card,No,Eskom,Premium
TXN-00703,2024-07-14,South Africa,Food & Dining,163.33,3.14,Card,No,Cape Union Mart,Business
TXN-00704,2024-01-05,Kenya,Electronics,172.67,3.75,Mobile Money,No,Nairobi Hospital,Standard
TXN-00705,2024-01-12,South Africa,Utilities,20.12,0.48,Mobile Money,No,Netcare,Standard
TXN-00706,2024-11-06,South Africa,Entertainment,53.97,1.26,Mobile Money,No,Woolworths,Premium
TXN-00707,2024-08-19,Kenya,Health,209.28,3.92,Mobile Money,No,Carrefour Kenya,Standard
TXN-00708,2024-06-19,South Africa,Groceries,11.23,0.24,Card,No,Eskom,Standard
TXN-00709,2024-08-01,Nigeria,Groceries,104.43,2.67,QR Code,No,Dangote Store,Premium
TXN-00710,2024-02-28,Kenya,Transfers,324.9,0.5,QR Code,No,KQ Airways,Standard
TXN-00711,2024-04-08,South Africa,Health,343.89,6.64,Card,No,Pick n Pay,Standard
TXN-00712,2024-02-16,South Africa,Entertainment,159.36,3.64,Card,No,Steers,Business
TXN-00713,2024-07-16,Nigeria,Food & Dining,38.02,0.71,Mobile Money,No,GTBank,Standard
TXN-00714,2024-06-14,Kenya,Travel,5983.56,138.7,Card,No,DStv Kenya,Business
TXN-00715,2024-09-17,Kenya,Travel,2019.74,41.21,QR Code,No,Safaricom,Standard
TXN-00716,2024-11-17,Nigeria,Utilities,92.56,2.05,Card,No,Netflix Nigeria,Standard
TXN-00717,2024-09-19,South Africa,Food & Dining,47.28,0.86,Card,No,Pick n Pay,Standard
TXN-00718,2024-11-02,Kenya,Health,243.14,5.26,Card,No,Safaricom,Standard
TXN-00719,2024-05-28,South Africa,Electronics,786.64,15.79,Card,No,Woolworths,Standard
TXN-00720,2024-01-04,Kenya,Transfers,2055.2,4.76,Card,No,Safaricom,Standard
TXN-00721,2024-09-20,Nigeria,Transfers,3600.35,5.78,Mobile Money,Yes,Slot,Premium
TXN-00722,2024-11-23,South Africa,Entertainment,34.19,0.79,Card,No,Checkers,Standard
TXN-00723,2024-03-10,South Africa,Groceries,21.04,0.53,Card,No,Cape Union Mart,Standard
TXN-00724,2024-07-28,Nigeria,Electronics,672.09,14.2,Mobile Money,No,CMS Hospital,Standard
TXN-00725,2024-12-28,Nigeria,Utilities,179.84,3.29,Mobile Money,No,Dangote Store,Premium
TXN-00726,2024-12-27,South Africa,Electronics,64.26,1.45,Card,No,DSTV SA,Standard
TXN-00727,2024-12-04,Nigeria,Health,285.06,5.18,Mobile Money,No,Chicken Republic,Standard
TXN-00728,2024-06-17,Kenya,Health,248.8,6.16,Card,No,Safaricom,Standard
TXN-00729,2024-10-13,South Africa,Entertainment,68.1,1.66,Card,No,Takealot,Premium
TXN-00730,2024-04-23,South Africa,Transfers,1037.45,2.29,Mobile Money,No,Cape Union Mart,Standard
TXN-00731,2024-05-07,Ghana,Health,119.11,2.79,Mobile Money,No,Maxmart,Standard
TXN-00732,2024-01-03,Nigeria,Groceries,70.94,1.55,QR Code,No,Shoprite Nigeria,Standard
TXN-00733,2024-10-18,Nigeria,Groceries,117.14,2.74,Card,No,Netflix Nigeria,Premium
TXN-00734,2024-11-27,South Africa,Health,450.66,11.21,Mobile Money,No,Checkers,Premium
TXN-00735,2024-02-21,Kenya,Electronics,596.26,14.11,Card,No,Carrefour Kenya,Standard
TXN-00736,2024-03-12,Nigeria,Groceries,101.58,2.17,Card,No,Netflix Nigeria,Premium
TXN-00737,2024-05-17,Kenya,Electronics,641.49,14.78,Mobile Money,No,DStv Kenya,Premium
TXN-00738,2024-06-08,Kenya,Food & Dining,189.87,4.86,Mobile Money,No,Naivas,Business
TXN-00739,2024-07-25,Kenya,Entertainment,26.28,0.54,QR Code,No,Naivas,Business
TXN-00740,2024-06-02,Ghana,Transfers,1129.45,2.56,Card,No,Maxmart,Business
TXN-00741,2024-12-14,Nigeria,Transfers,1556.4,3.87,QR Code,Yes,Air Peace,Standard
TXN-00742,2024-12-20,South Africa,Transfers,1065.41,2.23,Card,No,Steers,Standard
TXN-00743,2024-11-26,Ghana,Entertainment,26.2,0.58,Mobile Money,No,ECG Ghana,Business
TXN-00744,2024-07-18,Nigeria,Groceries,66.39,1.6,Mobile Money,No,Jumia,Standard
TXN-00745,2024-08-08,South Africa,Food & Dining,32.79,0.78,Card,No,Checkers,Standard
TXN-00746,2024-05-02,South Africa,Health,237.53,4.29,Card,No,Takealot,Standard
TXN-00747,2024-08-21,Ghana,Entertainment,18.46,0.43,Card,No,ECG Ghana,Standard
TXN-00748,2024-10-17,South Africa,Groceries,29.57,0.72,Card,No,DSTV SA,Standard
TXN-00749,2024-11-03,Kenya,Food & Dining,16.81,0.31,Card,No,DStv Kenya,Standard
TXN-00750,2024-07-13,South Africa,Utilities,179.42,4.22,QR Code,No,DSTV SA,Premium
TXN-00751,2024-11-05,Nigeria,Travel,2422.64,53.55,Card,No,Netflix Nigeria,Standard
TXN-00752,2024-07-24,Kenya,Utilities,63.6,1.58,Mobile Money,No,Safaricom,Business
TXN-00753,2024-01-05,Kenya,Food & Dining,21.17,0.39,Mobile Money,No,KQ Airways,Standard
TXN-00754,2024-01-10,South Africa,Electronics,742.2,14.09,Card,No,DSTV SA,Premium
TXN-00755,2024-07-10,Ghana,Health,357.91,8.5,Card,No,Maxmart,Premium
TXN-00756,2024-09-25,Nigeria,Travel,1544.45,37.68,Card,No,EKEDC,Premium
TXN-00757,2024-12-11,Ghana,Health,1043.48,24.17,QR Code,No,Accra Mall,Business
TXN-00758,2024-09-25,Ghana,Utilities,60.34,1.18,Card,No,Melcom,Standard
TXN-00759,2024-12-17,Kenya,Travel,1228.42,31.31,Mobile Money,Yes,KPLC,Business
TXN-00760,2024-04-23,South Africa,Utilities,58.02,1.19,Card,No,Woolworths,Standard
TXN-00761,2024-05-06,Nigeria,Entertainment,16.57,0.31,Mobile Money,No,GTBank,Standard
TXN-00762,2024-03-25,Kenya,Food & Dining,14.31,0.33,Mobile Money,No,Naivas,Standard
TXN-00763,2024-05-04,Nigeria,Food & Dining,25.65,0.63,Mobile Money,No,Dangote Store,Standard
TXN-00764,2024-08-16,Nigeria,Travel,2502.41,51.42,Card,Yes,Shoprite Nigeria,Business
TXN-00765,2024-06-08,South Africa,Groceries,73.65,1.39,Card,No,Pick n Pay,Standard
TXN-00766,2024-05-14,Nigeria,Entertainment,40.23,0.77,Card,No,EKEDC,Standard
TXN-00767,2024-08-14,South Africa,Utilities,83.14,2.14,Card,No,Pick n Pay,Standard
TXN-00768,2024-01-16,Nigeria,Electronics,1438.97,35.6,Mobile Money,No,Air Peace,Premium
TXN-00769,2024-01-24,Ghana,Groceries,86.22,2.12,Card,No,Palace Mall,Standard
TXN-00770,2024-04-17,South Africa,Food & Dining,41.93,0.84,Card,No,Netcare,Premium
TXN-00771,2024-09-11,Nigeria,Travel,118.42,2.79,Card,Yes,Netflix Nigeria,Standard
TXN-00772,2024-01-01,Ghana,Food & Dining,151.4,3.65,Mobile Money,No,KFC Ghana,Business
TXN-00773,2024-08-27,South Africa,Travel,2432.33,51.11,Card,No,Woolworths,Standard
TXN-00774,2024-02-12,South Africa,Travel,127.87,2.59,QR Code,No,FlySafair,Standard
TXN-00775,2024-11-21,Nigeria,Transfers,2494.35,4.31,Mobile Money,No,Dangote Store,Standard
TXN-00776,2024-04-07,South Africa,Utilities,34.96,0.77,Mobile Money,No,Takealot,Standard
TXN-00777,2024-09-20,Ghana,Groceries,15.29,0.31,Mobile Money,No,Maxmart,Standard
TXN-00778,2024-10-09,Kenya,Transfers,12165.63,25.13,Mobile Money,No,Nairobi Hospital,Business
TXN-00779,2024-01-14,Ghana,Health,376.73,8.08,QR Code,No,Maxmart,Standard
TXN-00780,2024-07-12,Nigeria,Groceries,21.58,0.55,Card,No,CMS Hospital,Premium
TXN-00781,2024-03-03,South Africa,Entertainment,49.16,1.16,QR Code,No,Netcare,Business
TXN-00782,2024-03-10,Kenya,Utilities,48.88,0.89,Card,No,Safaricom,Standard
TXN-00783,2024-04-16,Nigeria,Food & Dining,23.35,0.57,QR Code,No,Dangote Store,Standard
TXN-00784,2024-06-04,Ghana,Utilities,15.46,0.28,Mobile Money,No,KFC Ghana,Standard
TXN-00785,2024-10-02,South Africa,Travel,1595.37,29.56,Card,No,Eskom,Standard
TXN-00786,2024-11-13,Kenya,Entertainment,31.98,0.74,Mobile Money,No,KQ Airways,Standard
TXN-00787,2024-11-20,Kenya,Transfers,306.8,0.62,Mobile Money,No,Naivas,Premium
TXN-00788,2024-08-03,Ghana,Entertainment,32.97,0.73,Mobile Money,No,Accra Mall,Business
TXN-00789,2024-07-08,Kenya,Groceries,73.47,1.62,Card,No,Equity Bank,Standard
TXN-00790,2024-11-25,Kenya,Travel,1394.86,35.93,Mobile Money,No,Quickmart,Premium
TXN-00791,2024-01-17,South Africa,Utilities,40.94,1.06,Card,No,FlySafair,Standard
TXN-00792,2024-05-22,Nigeria,Transfers,3477.45,9.4,Card,Yes,Air Peace,Standard
TXN-00793,2024-06-06,Kenya,Health,719.51,18.25,Mobile Money,No,Nairobi Hospital,Business
TXN-00794,2024-09-08,Nigeria,Entertainment,74.1,1.56,Mobile Money,No,Shoprite Nigeria,Premium
TXN-00795,2024-06-03,Nigeria,Utilities,49.64,1.14,QR Code,No,Shoprite Nigeria,Standard
TXN-00796,2024-03-10,Kenya,Health,264.47,5.93,Mobile Money,No,Safaricom,Premium
TXN-00797,2024-12-01,South Africa,Groceries,192.54,3.99,Mobile Money,No,Steers,Premium
TXN-00798,2024-11-22,Kenya,Utilities,117.83,2.53,Card,No,Quickmart,Premium
TXN-00799,2024-11-07,Ghana,Transfers,2176.22,4.94,QR Code,No,Accra Mall,Standard
TXN-00800,2024-03-18,Nigeria,Groceries,78.5,1.59,Mobile Money,No,Dangote Store,Standard
TXN-00801,2024-11-07,South Africa,Entertainment,58.23,1.13,Card,No,Checkers,Premium
TXN-00802,2024-06-17,Nigeria,Food & Dining,43.2,1.02,Mobile Money,No,CMS Hospital,Standard
TXN-00803,2024-09-26,Ghana,Groceries,30.74,0.77,Mobile Money,No,Palace Mall,Standard
TXN-00804,2024-08-27,Nigeria,Utilities,17.56,0.38,Mobile Money,No,Netflix Nigeria,Standard
TXN-00805,2024-07-11,Nigeria,Travel,2026.9,41.62,Mobile Money,Yes,EKEDC,Standard
TXN-00806,2024-04-03,Nigeria,Groceries,116.61,2.7,Card,No,Slot,Premium
TXN-00807,2024-02-12,Kenya,Electronics,296.93,6.06,Card,No,Safaricom,Standard
TXN-00808,2024-03-20,South Africa,Health,540.48,13.67,Mobile Money,No,Steers,Premium
TXN-00809,2024-10-13,South Africa,Entertainment,8.48,0.2,QR Code,No,DSTV SA,Premium
TXN-00810,2024-04-24,South Africa,Travel,1982.06,47.69,Card,No,FlySafair,Standard
TXN-00811,2024-05-07,Nigeria,Health,186.7,4.63,Mobile Money,No,GTBank,Standard
TXN-00812,2024-05-24,Kenya,Entertainment,35.54,0.76,Card,No,DStv Kenya,Premium
TXN-00813,2024-05-19,Kenya,Entertainment,37.47,0.96,Mobile Money,No,Equity Bank,Business
TXN-00814,2024-12-19,South Africa,Health,168.44,3.75,Mobile Money,No,Takealot,Standard
TXN-00815,2024-12-21,South Africa,Groceries,69.93,1.28,Card,No,Pick n Pay,Standard
TXN-00816,2024-03-13,Nigeria,Electronics,170.52,3.15,Card,No,CMS Hospital,Premium
TXN-00817,2024-06-04,Kenya,Food & Dining,46.59,1.18,Mobile Money,No,Safaricom,Premium
TXN-00818,2024-06-23,Ghana,Groceries,42.76,0.84,Card,No,Africa World Airlines,Standard
TXN-00819,2024-01-05,Nigeria,Entertainment,27.86,0.57,Card,No,Netflix Nigeria,Premium
TXN-00820,2024-08-24,Kenya,Transfers,6150.33,16.52,Card,No,Quickmart,Business
TXN-00821,2024-06-06,South Africa,Entertainment,45.99,0.9,Card,No,Woolworths,Standard
TXN-00822,2024-04-28,Kenya,Health,273.33,5.07,Card,No,Nairobi Hospital,Standard
TXN-00823,2024-06-25,Ghana,Health,59.99,1.45,Mobile Money,No,Korle Bu Hospital,Standard
TXN-00824,2024-04-02,Nigeria,Groceries,164.95,3.47,Card,No,CMS Hospital,Premium
TXN-00825,2024-01-09,Kenya,Health,304.5,6.66,Mobile Money,No,KPLC,Standard
TXN-00826,2024-10-15,Kenya,Entertainment,21.57,0.39,Mobile Money,No,DStv Kenya,Premium
